# Organism: H. sapiens
# Application version: 3.6.0
# Database version: 13 August 2021 00:00:00
# Network generated on: 22 July 2023
# Author: GeneMANIA (genemania.org)
# Notes: Network weight reflects the data source relevance for predicting the function of interest
Entity 1	Entity 2	Weight	Network group	Network
OXCT1	ASPHD2	0.0053846426	Co-expression	Tripathi-Beauchamp-2014
OXCT1	HPSE	0.00966251	Co-expression	Tripathi-Beauchamp-2014
BCL11A	TINAG	0.009173414	Co-expression	Tripathi-Beauchamp-2014
BCL11A	NAALADL2	0.00922297	Co-expression	Tripathi-Beauchamp-2014
BCL11A	TCF7	0.011279708	Co-expression	Tripathi-Beauchamp-2014
BCL11A	SHROOM4	0.00580238	Co-expression	Tripathi-Beauchamp-2014
BCL11A	ASCL2	0.004850916	Co-expression	Tripathi-Beauchamp-2014
BCL11A	CAB39L	0.0057507684	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	CFTR	0.0110168625	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	TINAG	0.008890632	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	NAALADL2	0.009164631	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	TCF7	0.009699435	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	SHROOM4	0.0047963806	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	CDHR1	0.0062978524	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	NOX1	0.005704135	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	EPDR1	0.0051451838	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	SEMA5A	0.00633339	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	ASCL2	0.004424625	Co-expression	Tripathi-Beauchamp-2014
CTTNBP2	BCL11A	0.004949414	Co-expression	Tripathi-Beauchamp-2014
LRRC2	GRM8	0.007486291	Co-expression	Tripathi-Beauchamp-2014
LRRC2	NAALADL2	0.008903793	Co-expression	Tripathi-Beauchamp-2014
LRRC2	SPIN3	0.008195372	Co-expression	Tripathi-Beauchamp-2014
LRRC2	CXCL14	0.008753143	Co-expression	Tripathi-Beauchamp-2014
LRRC2	SHROOM4	0.0050291447	Co-expression	Tripathi-Beauchamp-2014
LRRC2	EPDR1	0.004753674	Co-expression	Tripathi-Beauchamp-2014
LRRC2	SEMA5A	0.0054640495	Co-expression	Tripathi-Beauchamp-2014
LRRC2	ASCL2	0.0037801487	Co-expression	Tripathi-Beauchamp-2014
LRRC2	CAB39L	0.004975744	Co-expression	Tripathi-Beauchamp-2014
LRRC2	BCL11A	0.0044844174	Co-expression	Tripathi-Beauchamp-2014
LRRC2	CTTNBP2	0.0048287255	Co-expression	Tripathi-Beauchamp-2014
GNLY	APOL6	0.016668037	Co-expression	Tripathi-Beauchamp-2014
GNLY	ASPHD2	0.008840562	Co-expression	Tripathi-Beauchamp-2014
GNLY	HPSE	0.013412525	Co-expression	Tripathi-Beauchamp-2014
CEL	NAALADL2	0.009588445	Co-expression	Tripathi-Beauchamp-2014
CEL	KHDRBS3	0.0101617975	Co-expression	Tripathi-Beauchamp-2014
CEL	TCF7	0.012233431	Co-expression	Tripathi-Beauchamp-2014
CEL	CXCL14	0.010199746	Co-expression	Tripathi-Beauchamp-2014
CEL	POFUT1	0.0065911147	Co-expression	Tripathi-Beauchamp-2014
CEL	ZMYND8	0.010272313	Co-expression	Tripathi-Beauchamp-2014
CEL	SHROOM4	0.005508766	Co-expression	Tripathi-Beauchamp-2014
CEL	EPDR1	0.005067427	Co-expression	Tripathi-Beauchamp-2014
CEL	NKD1	0.00494351	Co-expression	Tripathi-Beauchamp-2014
CEL	ASCL2	0.004685698	Co-expression	Tripathi-Beauchamp-2014
CEL	CAB39L	0.006448378	Co-expression	Tripathi-Beauchamp-2014
CEL	BCL11A	0.005415569	Co-expression	Tripathi-Beauchamp-2014
CEL	CTTNBP2	0.004463212	Co-expression	Tripathi-Beauchamp-2014
CEL	LRRC2	0.0045463997	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	CFTR	0.015582533	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	TINAG	0.014879078	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	GGT7	0.014876577	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	ZMYND8	0.0156207485	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	CDHR1	0.010624441	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	SEMA5A	0.008477283	Co-expression	Tripathi-Beauchamp-2014
SLC39A5	TNNC2	0.0054358756	Co-expression	Tripathi-Beauchamp-2014
RAB27B	ASPHD2	0.009565422	Co-expression	Tripathi-Beauchamp-2014
IHH	NOL4L	0.010606036	Co-expression	Tripathi-Beauchamp-2014
IHH	CFTR	0.010194649	Co-expression	Tripathi-Beauchamp-2014
IHH	CYP2B6	0.00976623	Co-expression	Tripathi-Beauchamp-2014
IHH	GRM8	0.008049507	Co-expression	Tripathi-Beauchamp-2014
IHH	SLC35D3	0.006901756	Co-expression	Tripathi-Beauchamp-2014
IHH	TNNC2	0.003772759	Co-expression	Tripathi-Beauchamp-2014
IHH	SLC39A5	0.006015778	Co-expression	Tripathi-Beauchamp-2014
GBP4	APOL6	0.01706959	Co-expression	Tripathi-Beauchamp-2014
GBP4	CD274	0.006919877	Co-expression	Tripathi-Beauchamp-2014
GBP4	GNLY	0.012669771	Co-expression	Tripathi-Beauchamp-2014
MLH1	KHDRBS3	0.0115985	Co-expression	Tripathi-Beauchamp-2014
MLH1	SPIN3	0.012403809	Co-expression	Tripathi-Beauchamp-2014
MLH1	SLC35D3	0.010080613	Co-expression	Tripathi-Beauchamp-2014
MLH1	EPDR1	0.0068787695	Co-expression	Tripathi-Beauchamp-2014
MLH1	SEMA5A	0.0074810646	Co-expression	Tripathi-Beauchamp-2014
MLH1	TNNC2	0.0043819817	Co-expression	Tripathi-Beauchamp-2014
MLH1	LRRC2	0.0038172975	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	CFTR	0.011355082	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	TINAG	0.009593462	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	CXCL14	0.011191577	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	SHROOM4	0.005140338	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	CDHR1	0.007989666	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	NOX1	0.0061977175	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	EPDR1	0.005818796	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	SEMA5A	0.0068332558	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	ASCL2	0.0051939706	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	BCL11A	0.005224178	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	CTTNBP2	0.0063201683	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	LRRC2	0.004950964	Co-expression	Tripathi-Beauchamp-2014
RUBCNL	CEL	0.0048108986	Co-expression	Tripathi-Beauchamp-2014
NR1I2	CFTR	0.016685989	Co-expression	Tripathi-Beauchamp-2014
NR1I2	GRM8	0.012783003	Co-expression	Tripathi-Beauchamp-2014
NR1I2	CXCL14	0.01582075	Co-expression	Tripathi-Beauchamp-2014
NR1I2	CDHR1	0.009068718	Co-expression	Tripathi-Beauchamp-2014
NR1I2	SLC39A5	0.00997324	Co-expression	Tripathi-Beauchamp-2014
NR1I2	IHH	0.0067510144	Co-expression	Tripathi-Beauchamp-2014
NR1I2	RUBCNL	0.0064955577	Co-expression	Tripathi-Beauchamp-2014
GPR143	GGT7	0.011270234	Co-expression	Tripathi-Beauchamp-2014
GPR143	GRM8	0.009970971	Co-expression	Tripathi-Beauchamp-2014
GPR143	KHDRBS3	0.012652994	Co-expression	Tripathi-Beauchamp-2014
GPR143	FITM2	0.012398	Co-expression	Tripathi-Beauchamp-2014
GPR143	SPIN3	0.009840345	Co-expression	Tripathi-Beauchamp-2014
GPR143	POFUT1	0.008272616	Co-expression	Tripathi-Beauchamp-2014
GPR143	SHROOM4	0.00613301	Co-expression	Tripathi-Beauchamp-2014
GPR143	EPDR1	0.005720587	Co-expression	Tripathi-Beauchamp-2014
GPR143	SEMA5A	0.006900691	Co-expression	Tripathi-Beauchamp-2014
GPR143	NKD1	0.0057694367	Co-expression	Tripathi-Beauchamp-2014
GPR143	ASCL2	0.0051673832	Co-expression	Tripathi-Beauchamp-2014
GPR143	CAB39L	0.006503743	Co-expression	Tripathi-Beauchamp-2014
GPR143	BCL11A	0.0049411235	Co-expression	Tripathi-Beauchamp-2014
GPR143	LRRC2	0.004425678	Co-expression	Tripathi-Beauchamp-2014
GPR143	CEL	0.0051886113	Co-expression	Tripathi-Beauchamp-2014
TP53RK	POFUT1	0.010787537	Co-expression	Tripathi-Beauchamp-2014
TP53RK	EPDR1	0.007801847	Co-expression	Tripathi-Beauchamp-2014
TP53RK	CEL	0.007164611	Co-expression	Tripathi-Beauchamp-2014
TP53RK	RUBCNL	0.007113312	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	TCF7	0.015293399	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	CXCL14	0.015115239	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	SHROOM4	0.0072928257	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	EPDR1	0.007645517	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	DDAH2	0.014024106	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	CEL	0.0058026505	Co-expression	Tripathi-Beauchamp-2014
PMEPA1	TP53RK	0.009893814	Co-expression	Tripathi-Beauchamp-2014
QPRT	TINAG	0.0066961558	Co-expression	Tripathi-Beauchamp-2014
QPRT	GGT7	0.0084416075	Co-expression	Tripathi-Beauchamp-2014
QPRT	GRM8	0.006336169	Co-expression	Tripathi-Beauchamp-2014
QPRT	NAALADL2	0.007880833	Co-expression	Tripathi-Beauchamp-2014
QPRT	GNG4	0.0074291094	Co-expression	Tripathi-Beauchamp-2014
QPRT	KHDRBS3	0.007980339	Co-expression	Tripathi-Beauchamp-2014
QPRT	FITM2	0.009165395	Co-expression	Tripathi-Beauchamp-2014
QPRT	SPIN3	0.007826538	Co-expression	Tripathi-Beauchamp-2014
QPRT	TCF7	0.008427347	Co-expression	Tripathi-Beauchamp-2014
QPRT	POFUT1	0.0060198386	Co-expression	Tripathi-Beauchamp-2014
QPRT	ZMYND8	0.008918831	Co-expression	Tripathi-Beauchamp-2014
QPRT	EPDR1	0.004260875	Co-expression	Tripathi-Beauchamp-2014
QPRT	SEMA5A	0.004466266	Co-expression	Tripathi-Beauchamp-2014
QPRT	NKD1	0.0041545457	Co-expression	Tripathi-Beauchamp-2014
QPRT	DDAH2	0.0063200244	Co-expression	Tripathi-Beauchamp-2014
QPRT	TNNC2	0.003170153	Co-expression	Tripathi-Beauchamp-2014
QPRT	ASCL2	0.0036419353	Co-expression	Tripathi-Beauchamp-2014
QPRT	CAB39L	0.004242935	Co-expression	Tripathi-Beauchamp-2014
QPRT	BCL11A	0.003469311	Co-expression	Tripathi-Beauchamp-2014
QPRT	LRRC2	0.0033146376	Co-expression	Tripathi-Beauchamp-2014
QPRT	CEL	0.0037648294	Co-expression	Tripathi-Beauchamp-2014
QPRT	SLC39A5	0.0053967847	Co-expression	Tripathi-Beauchamp-2014
QPRT	MLH1	0.003627471	Co-expression	Tripathi-Beauchamp-2014
QPRT	RUBCNL	0.003752942	Co-expression	Tripathi-Beauchamp-2014
QPRT	GPR143	0.0045914175	Co-expression	Tripathi-Beauchamp-2014
QPRT	TP53RK	0.0055257077	Co-expression	Tripathi-Beauchamp-2014
MOGAT3	CFTR	0.0124668395	Co-expression	Tripathi-Beauchamp-2014
MOGAT3	GRM8	0.011453442	Co-expression	Tripathi-Beauchamp-2014
MOGAT3	IHH	0.0048520975	Co-expression	Tripathi-Beauchamp-2014
MOGAT3	NR1I2	0.007473358	Co-expression	Tripathi-Beauchamp-2014
ATP9A	GGT7	0.009293991	Co-expression	Tripathi-Beauchamp-2014
ATP9A	NAALADL2	0.008214189	Co-expression	Tripathi-Beauchamp-2014
ATP9A	KHDRBS3	0.0087776	Co-expression	Tripathi-Beauchamp-2014
ATP9A	SPIN3	0.008081255	Co-expression	Tripathi-Beauchamp-2014
ATP9A	POFUT1	0.0069013983	Co-expression	Tripathi-Beauchamp-2014
ATP9A	ZMYND8	0.01162592	Co-expression	Tripathi-Beauchamp-2014
ATP9A	SHROOM4	0.0049289437	Co-expression	Tripathi-Beauchamp-2014
ATP9A	SEMA5A	0.0053145294	Co-expression	Tripathi-Beauchamp-2014
ATP9A	BCL11A	0.004313807	Co-expression	Tripathi-Beauchamp-2014
ATP9A	CEL	0.0038304736	Co-expression	Tripathi-Beauchamp-2014
ATP9A	QPRT	0.0030286387	Co-expression	Tripathi-Beauchamp-2014
IYD	TINAG	0.0077754287	Co-expression	Tripathi-Beauchamp-2014
IYD	NAALADL2	0.010248634	Co-expression	Tripathi-Beauchamp-2014
IYD	TCF7	0.009422747	Co-expression	Tripathi-Beauchamp-2014
IYD	CXCL14	0.010585162	Co-expression	Tripathi-Beauchamp-2014
IYD	SHROOM4	0.004393481	Co-expression	Tripathi-Beauchamp-2014
IYD	SEMA5A	0.0055191885	Co-expression	Tripathi-Beauchamp-2014
IYD	BCL11A	0.003931348	Co-expression	Tripathi-Beauchamp-2014
IYD	CTTNBP2	0.00409888	Co-expression	Tripathi-Beauchamp-2014
IYD	LRRC2	0.004443353	Co-expression	Tripathi-Beauchamp-2014
IYD	RUBCNL	0.004307542	Co-expression	Tripathi-Beauchamp-2014
IYD	ATP9A	0.003768395	Co-expression	Tripathi-Beauchamp-2014
VAV3	CFTR	0.016115671	Co-expression	Tripathi-Beauchamp-2014
VAV3	TINAG	0.01185773	Co-expression	Tripathi-Beauchamp-2014
VAV3	GRM8	0.0139867775	Co-expression	Tripathi-Beauchamp-2014
VAV3	AXIN2	0.007650944	Co-expression	Tripathi-Beauchamp-2014
VAV3	CDHR1	0.008736017	Co-expression	Tripathi-Beauchamp-2014
VAV3	NOX1	0.0089520225	Co-expression	Tripathi-Beauchamp-2014
VAV3	EPDR1	0.005857694	Co-expression	Tripathi-Beauchamp-2014
VAV3	SEMA5A	0.008369387	Co-expression	Tripathi-Beauchamp-2014
VAV3	NKD1	0.00567566	Co-expression	Tripathi-Beauchamp-2014
VAV3	ASCL2	0.0055707674	Co-expression	Tripathi-Beauchamp-2014
VAV3	CAB39L	0.0075285225	Co-expression	Tripathi-Beauchamp-2014
VAV3	BCL11A	0.005923939	Co-expression	Tripathi-Beauchamp-2014
VAV3	CTTNBP2	0.0054987753	Co-expression	Tripathi-Beauchamp-2014
VAV3	LRRC2	0.00548769	Co-expression	Tripathi-Beauchamp-2014
VAV3	CEL	0.0050653364	Co-expression	Tripathi-Beauchamp-2014
VAV3	RUBCNL	0.0066213435	Co-expression	Tripathi-Beauchamp-2014
VAV3	GPR143	0.0064977976	Co-expression	Tripathi-Beauchamp-2014
VAV3	QPRT	0.0041575325	Co-expression	Tripathi-Beauchamp-2014
VAV3	IYD	0.0046674274	Co-expression	Tripathi-Beauchamp-2014
GFI1	RNF125	0.014045188	Co-expression	Tripathi-Beauchamp-2014
GFI1	OXCT1	0.00737179	Co-expression	Tripathi-Beauchamp-2014
MCUB	TYMS	0.0124784345	Co-expression	Tripathi-Beauchamp-2014
MCUB	ASPHD2	0.007952763	Co-expression	Tripathi-Beauchamp-2014
MCUB	HPSE	0.012680614	Co-expression	Tripathi-Beauchamp-2014
MCUB	GNLY	0.010142192	Co-expression	Tripathi-Beauchamp-2014
MCUB	GBP4	0.010171189	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	GGT7	0.007908394	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	GNG4	0.008062679	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	FITM2	0.008423327	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	SPIN3	0.0071834307	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	POFUT1	0.00548253	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	SLC35D3	0.006999385	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	ZMYND8	0.008704378	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	DDAH2	0.006121428	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	ACOT8	0.004442459	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	TNNC2	0.0032997301	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	ASCL2	0.002911388	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	SLC39A5	0.004798633	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	GPR143	0.0037514584	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	QPRT	0.0027946616	Co-expression	Tripathi-Beauchamp-2014
ZSWIM3	ATP9A	0.003072342	Co-expression	Tripathi-Beauchamp-2014
GZMA	APOL6	0.01461017	Co-expression	Tripathi-Beauchamp-2014
GZMA	ASPHD2	0.0068017426	Co-expression	Tripathi-Beauchamp-2014
GZMA	HPSE	0.010412657	Co-expression	Tripathi-Beauchamp-2014
GZMA	GNLY	0.012384791	Co-expression	Tripathi-Beauchamp-2014
GZMA	GBP4	0.008920761	Co-expression	Tripathi-Beauchamp-2014
GZMA	GFI1	0.0077612284	Co-expression	Tripathi-Beauchamp-2014
GZMA	MCUB	0.0071190884	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CFTR	0.006887951	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	TINAG	0.005647401	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	FITM2	0.006729603	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	SPIN3	0.005353126	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	TCF7	0.0060986066	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CXCL14	0.0062115747	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	POFUT1	0.0043730247	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	SLC35D3	0.004666299	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	SHROOM4	0.0032126987	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CDHR1	0.004595916	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	NOX1	0.004101952	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	EPDR1	0.0032516303	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	SEMA5A	0.0038987144	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	NKD1	0.0027029442	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	ASCL2	0.0030736618	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CAB39L	0.0032946458	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	BCL11A	0.0031840606	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CTTNBP2	0.0034235201	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	LRRC2	0.0027813124	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	CEL	0.0032255438	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	SLC39A5	0.0043565086	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	RUBCNL	0.003982485	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	NR1I2	0.0041444506	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	GPR143	0.003818601	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	TP53RK	0.0050119106	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	QPRT	0.0024801353	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	ATP9A	0.0027015398	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	IYD	0.0026395891	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	VAV3	0.004205891	Co-expression	Tripathi-Beauchamp-2014
TSPAN6	ZSWIM3	0.0021612644	Co-expression	Tripathi-Beauchamp-2014
PRR15	CFTR	0.008118348	Co-expression	Tripathi-Beauchamp-2014
PRR15	TINAG	0.0069478676	Co-expression	Tripathi-Beauchamp-2014
PRR15	NAALADL2	0.005496133	Co-expression	Tripathi-Beauchamp-2014
PRR15	FITM2	0.0074204938	Co-expression	Tripathi-Beauchamp-2014
PRR15	CXCL14	0.006992813	Co-expression	Tripathi-Beauchamp-2014
PRR15	CDHR1	0.0048983577	Co-expression	Tripathi-Beauchamp-2014
PRR15	NOX1	0.0042886445	Co-expression	Tripathi-Beauchamp-2014
PRR15	SEMA5A	0.0045306687	Co-expression	Tripathi-Beauchamp-2014
PRR15	DDAH2	0.005226254	Co-expression	Tripathi-Beauchamp-2014
PRR15	ACOT8	0.003912025	Co-expression	Tripathi-Beauchamp-2014
PRR15	TNNC2	0.0029538276	Co-expression	Tripathi-Beauchamp-2014
PRR15	ASCL2	0.0029683164	Co-expression	Tripathi-Beauchamp-2014
PRR15	CTTNBP2	0.002930748	Co-expression	Tripathi-Beauchamp-2014
PRR15	SLC39A5	0.0054575154	Co-expression	Tripathi-Beauchamp-2014
PRR15	IHH	0.0031908583	Co-expression	Tripathi-Beauchamp-2014
PRR15	RUBCNL	0.0031018427	Co-expression	Tripathi-Beauchamp-2014
PRR15	NR1I2	0.005166595	Co-expression	Tripathi-Beauchamp-2014
PRR15	GPR143	0.003373202	Co-expression	Tripathi-Beauchamp-2014
PRR15	QPRT	0.0024301934	Co-expression	Tripathi-Beauchamp-2014
PRR15	IYD	0.0027189304	Co-expression	Tripathi-Beauchamp-2014
PRR15	VAV3	0.0040879915	Co-expression	Tripathi-Beauchamp-2014
PRR15	ZSWIM3	0.0022194684	Co-expression	Tripathi-Beauchamp-2014
PRR15	TSPAN6	0.0022379225	Co-expression	Tripathi-Beauchamp-2014
ENGASE	TINAG	0.008931372	Co-expression	Tripathi-Beauchamp-2014
ENGASE	NAALADL2	0.0081323525	Co-expression	Tripathi-Beauchamp-2014
ENGASE	SPIN3	0.0071084984	Co-expression	Tripathi-Beauchamp-2014
ENGASE	TCF7	0.010111922	Co-expression	Tripathi-Beauchamp-2014
ENGASE	SLC35D3	0.0069878898	Co-expression	Tripathi-Beauchamp-2014
ENGASE	ZMYND8	0.009859832	Co-expression	Tripathi-Beauchamp-2014
ENGASE	CDHR1	0.0057158857	Co-expression	Tripathi-Beauchamp-2014
ENGASE	EPDR1	0.004466218	Co-expression	Tripathi-Beauchamp-2014
ENGASE	SEMA5A	0.0051949825	Co-expression	Tripathi-Beauchamp-2014
ENGASE	NKD1	0.0041466807	Co-expression	Tripathi-Beauchamp-2014
ENGASE	DDAH2	0.0067271707	Co-expression	Tripathi-Beauchamp-2014
ENGASE	ASCL2	0.0038474977	Co-expression	Tripathi-Beauchamp-2014
ENGASE	BCL11A	0.0042357487	Co-expression	Tripathi-Beauchamp-2014
ENGASE	CTTNBP2	0.0035710786	Co-expression	Tripathi-Beauchamp-2014
ENGASE	CEL	0.004314031	Co-expression	Tripathi-Beauchamp-2014
ENGASE	SLC39A5	0.0062930887	Co-expression	Tripathi-Beauchamp-2014
ENGASE	RUBCNL	0.004235075	Co-expression	Tripathi-Beauchamp-2014
ENGASE	NR1I2	0.005632536	Co-expression	Tripathi-Beauchamp-2014
ENGASE	GPR143	0.0045692082	Co-expression	Tripathi-Beauchamp-2014
ENGASE	PMEPA1	0.0057837022	Co-expression	Tripathi-Beauchamp-2014
ENGASE	QPRT	0.0033675123	Co-expression	Tripathi-Beauchamp-2014
ENGASE	VAV3	0.004451008	Co-expression	Tripathi-Beauchamp-2014
ENGASE	ZSWIM3	0.0027471145	Co-expression	Tripathi-Beauchamp-2014
ENGASE	TSPAN6	0.0026014026	Co-expression	Tripathi-Beauchamp-2014
ENGASE	PRR15	0.0028221542	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	NOL4L	0.0069392645	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	HUNK	0.0076788366	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	CYP2B6	0.0069896793	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	GGT7	0.0066002244	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	GRM8	0.00520771	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	GNG4	0.0070683584	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	FITM2	0.007971252	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	POU5F1B	0.0063073686	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	POFUT1	0.0046518818	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	SLC35D3	0.0051465454	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	ZMYND8	0.0067516807	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	AXIN2	0.0037635418	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	CDHR1	0.0038169865	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	SEMA5A	0.0033696017	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	NKD1	0.0028988584	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	ACOT8	0.0038346315	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	TNNC2	0.002874184	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	ASCL2	0.0023593663	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	SLC39A5	0.004146008	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	IHH	0.0028786287	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	NR1I2	0.0038014778	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	GPR143	0.0032081564	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	QPRT	0.0023025037	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	ZSWIM3	0.0024983855	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	PRR15	0.002015651	Co-expression	Tripathi-Beauchamp-2014
PLAGL2	ENGASE	0.002298776	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	CFTR	0.0105394125	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	TINAG	0.008494641	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	NAALADL2	0.0075339796	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	FITM2	0.008524199	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	CXCL14	0.009940987	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	CDHR1	0.0055480944	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	NOX1	0.005351719	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	SEMA5A	0.0053222906	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	CTTNBP2	0.0035039783	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	SLC39A5	0.0064805993	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	IHH	0.003678009	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	RUBCNL	0.0043596937	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	NR1I2	0.006742382	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	IYD	0.0036281995	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	VAV3	0.0046433876	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	TSPAN6	0.002510143	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	PRR15	0.003694164	Co-expression	Tripathi-Beauchamp-2014
PPP1R14D	ENGASE	0.0034609616	Co-expression	Tripathi-Beauchamp-2014
CLDN3	CFTR	0.0067589367	Co-expression	Tripathi-Beauchamp-2014
CLDN3	DHRS12	0.00622035	Co-expression	Tripathi-Beauchamp-2014
CLDN3	CYP2B6	0.007580352	Co-expression	Tripathi-Beauchamp-2014
