TSPAN6 avgexpression:6.531377
t3=-4.597032  pval3=0.000008
HIVEP2 avgexpression:3.038090
t2=-0.950863  pval2=0.342288
t3=-1.884062  pval3=0.061316
FMO1 avgexpression:0.741820
t2=-6.060435  pval2=0.000000
t3=-5.043249  pval3=0.000001
ELOA avgexpression:4.651346
t2=-3.566480  pval2=0.000409
t3=-3.004988  pval3=0.003071
LYPLA2 avgexpression:7.062483
t2=1.693950  pval2=0.091107
t3=1.380801  pval3=0.169208
CLCN6 avgexpression:2.630679
t2=0.257823  pval2=0.796686
t3=0.000075  pval3=0.999940
MRC2 avgexpression:4.458701
t2=-1.547917  pval2=0.122488
t3=-1.984305  pval3=0.048880
NME1-NME2 avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
SLC6A7 avgexpression:1.578792
t2=-1.350581  pval2=0.177646
t3=-0.104109  pval3=0.917210
TSPAN9 avgexpression:3.895416
t2=1.256635  pval2=0.209670
t3=0.254260  pval3=0.799611
BTBD7 avgexpression:3.439446
t2=-2.553124  pval2=0.011072
t3=-2.655303  pval3=0.008700
APBA3 avgexpression:3.305895
t2=2.577959  pval2=0.010320
t3=1.827668  pval3=0.069406
MKS1 avgexpression:2.387363
t2=2.541448  pval2=0.011442
t3=1.354089  pval3=0.177560
ABHD5 avgexpression:3.291840
t2=-4.397739  pval2=0.000014
t3=-3.485965  pval3=0.000628
ANOS1 avgexpression:1.994454
t2=-2.153638  pval2=0.031907
t3=-2.340268  pval3=0.020466
AKAP8L avgexpression:3.985553
t2=5.201539  pval2=0.000000
t3=4.173773  pval3=0.000048
MBTD1 avgexpression:3.497278
t2=2.400963  pval2=0.016840
t3=1.374374  pval3=0.171190
UTP18 avgexpression:5.730613
t2=0.586981  pval2=0.557571
t3=0.512447  pval3=0.609024
RNF216 avgexpression:4.591058
t2=3.680459  pval2=0.000267
t3=2.044041  pval3=0.042539
TTC19 avgexpression:4.962200
t2=-7.243960  pval2=0.000000
t3=-6.210231  pval3=0.000000
PTBP1 avgexpression:7.348317
t2=1.684624  pval2=0.092895
t3=1.060757  pval3=0.290351
DPF1 avgexpression:0.517526
t2=-5.454799  pval2=0.000000
t3=-3.673247  pval3=0.000323
SYT7 avgexpression:4.507973
t2=10.898427  pval2=0.000000
t3=7.829591  pval3=0.000000
LARS2 avgexpression:3.719971
t2=2.460817  pval2=0.014313
t3=1.108380  pval3=0.269311
PIK3C2A avgexpression:4.221001
t2=0.543387  pval2=0.587187
t3=-0.513995  pval3=0.607943
PLAUR avgexpression:5.594645
t2=-6.901854  pval2=0.000000
t3=-4.806887  pval3=0.000003
ANLN avgexpression:4.814696
t2=-2.011016  pval2=0.045041
t3=-2.115530  pval3=0.035886
WIZ avgexpression:4.272487
t2=3.836304  pval2=0.000147
t3=2.561374  pval3=0.011321
RABGAP1 avgexpression:4.568273
t2=1.151161  pval2=0.250401
t3=0.169001  pval3=0.866003
DCN avgexpression:5.131025
t2=-0.529214  pval2=0.596971
t3=-1.552474  pval3=0.122465
QPCTL avgexpression:4.310974
t2=2.461627  pval2=0.014281
t3=2.064849  pval3=0.040502
PPP5C avgexpression:4.941949
t2=-0.687288  pval2=0.492327
t3=-0.312286  pval3=0.755217
CEP68 avgexpression:3.416905
t2=6.137501  pval2=0.000000
t3=4.328574  pval3=0.000026
MAP4K3 avgexpression:4.283005
t2=2.582908  pval2=0.010176
t3=1.503109  pval3=0.134722
ZBTB32 avgexpression:0.752131
t2=-3.766822  pval2=0.000192
t3=-2.416778  pval3=0.016749
TYROBP avgexpression:6.213360
t2=-5.460986  pval2=0.000000
t3=-4.501665  pval3=0.000013
TMEM159 avgexpression:5.529558
t2=-0.553954  pval2=0.579941
t3=-0.231507  pval3=0.817208
GABRA3 avgexpression:0.355044
t2=2.165560  pval2=0.030976
t3=2.724004  pval3=0.007144
BRCA1 avgexpression:3.339110
t2=-0.404045  pval2=0.686411
t3=-1.106938  pval3=0.269932
ERCC1 avgexpression:4.347244
t2=2.231673  pval2=0.026228
t3=1.678772  pval3=0.095089
CD22 avgexpression:1.039088
t2=-1.289712  pval2=0.197948
t3=-0.865222  pval3=0.388173
SEMA3B avgexpression:4.552215
t2=0.445960  pval2=0.655884
t3=0.152180  pval3=0.879231
MBTPS2 avgexpression:3.280339
t2=4.250527  pval2=0.000027
t3=1.593644  pval3=0.112930
PRICKLE3 avgexpression:3.823455
t2=3.780817  pval2=0.000182
t3=2.207710  pval3=0.028644
LTF avgexpression:1.903655
t2=2.265947  pval2=0.024026
t3=0.325523  pval3=0.745197
EXTL3 avgexpression:3.414446
t2=-2.930784  pval2=0.003589
t3=-2.013840  pval3=0.045651
NR1H4 avgexpression:0.871516
t2=-0.410500  pval2=0.681674
t3=-1.222016  pval3=0.223445
ELOVL5 avgexpression:5.444417
t2=4.015765  pval2=0.000072
t3=2.252449  pval3=0.025612
ALOX5 avgexpression:4.014594
t2=-5.732282  pval2=0.000000
t3=-3.649157  pval3=0.000353
KDM5D avgexpression:1.692277
t2=0.778949  pval2=0.436502
t3=-0.524729  pval3=0.600476
CALCOCO1 avgexpression:4.439643
t2=2.729083  pval2=0.006651
t3=1.609342  pval3=0.109453
UBR7 avgexpression:5.000507
t2=-4.736753  pval2=0.000003
t3=-4.317237  pval3=0.000027
MAP4K5 avgexpression:3.840502
t2=-1.198875  pval2=0.231336
t3=-1.039897  pval3=0.299909
EHD3 avgexpression:2.376678
t2=-0.792662  pval2=0.428477
t3=-1.809106  pval3=0.072255
PSMC4 avgexpression:6.997449
t2=-0.108269  pval2=0.913841
t3=0.215373  pval3=0.829743
MAN2B2 avgexpression:4.464309
t2=-0.265363  pval2=0.790876
t3=-0.812991  pval3=0.417395
SLC7A14 avgexpression:0.102365
t2=0.722280  pval2=0.470574
t3=0.537062  pval3=0.591948
CLDN11 avgexpression:0.794163
t2=1.747557  pval2=0.081362
t3=0.980349  pval3=0.328349
SLC25A39 avgexpression:7.653575
t2=0.820519  pval2=0.412443
t3=0.980279  pval3=0.328384
MVP avgexpression:7.654244
t2=1.826902  pval2=0.068511
t3=0.560138  pval3=0.576145
NUB1 avgexpression:5.572987
t2=-1.808401  pval2=0.071347
t3=-2.935163  pval3=0.003809
PGM3 avgexpression:4.126396
t2=-5.496095  pval2=0.000000
t3=-4.134771  pval3=0.000056
RWDD2A avgexpression:2.905191
t2=-3.350079  pval2=0.000890
t3=-2.275581  pval3=0.024158
CLK1 avgexpression:4.942301
t2=2.056274  pval2=0.040450
t3=2.040579  pval3=0.042886
POLR3B avgexpression:3.325811
t2=-2.830733  pval2=0.004895
t3=-2.786683  pval3=0.005950
ANGEL1 avgexpression:4.017837
t2=4.657412  pval2=0.000004
t3=3.479948  pval3=0.000642
RNF14 avgexpression:4.752898
t2=2.129476  pval2=0.033868
t3=0.376473  pval3=0.707049
DNASE1L1 avgexpression:3.369713
t2=4.912606  pval2=0.000001
t3=2.805965  pval3=0.005620
DDX11 avgexpression:3.647637
t2=-1.929890  pval2=0.054376
t3=-1.026806  pval3=0.306015
HEBP1 avgexpression:4.971964
t2=0.409523  pval2=0.682390
t3=1.637651  pval3=0.103400
GPRC5A avgexpression:7.453099
t2=-2.332332  pval2=0.020213
t3=-0.390503  pval3=0.696669
MAMLD1 avgexpression:1.247077
t2=-7.543999  pval2=0.000000
t3=-4.719525  pval3=0.000005
CD6 avgexpression:2.242294
t2=-5.139601  pval2=0.000000
t3=-3.285451  pval3=0.001244
TACC3 avgexpression:4.670986
t2=-3.547284  pval2=0.000439
t3=-2.623908  pval3=0.009508
UFL1 avgexpression:4.866598
t2=0.999155  pval2=0.318365
t3=-0.151659  pval3=0.879641
POLA2 avgexpression:2.347777
t2=-2.453654  pval2=0.014597
t3=-1.170020  pval3=0.243680
ZC3H3 avgexpression:4.925391
t2=4.297599  pval2=0.000022
t3=3.369020  pval3=0.000939
CAPN1 avgexpression:7.194412
t2=0.845084  pval2=0.398604
t3=0.366460  pval3=0.714491
ACP3 avgexpression:2.251106
t2=-4.426002  pval2=0.000013
t3=-2.979254  pval3=0.003326
MDH1 avgexpression:6.390500
t2=-1.751162  pval2=0.080738
t3=-0.942497  pval3=0.347316
SLC30A9 avgexpression:5.137622
t2=-2.359354  pval2=0.018820
t3=-2.330893  pval3=0.020969
MTMR11 avgexpression:5.616535
t2=8.171527  pval2=0.000000
t3=4.691772  pval3=0.000006
COX15 avgexpression:4.565910
t2=-3.734583  pval2=0.000217
t3=-2.781661  pval3=0.006038
CCDC88C avgexpression:3.736603
t2=-2.894735  pval2=0.004017
t3=-1.850489  pval3=0.066031
YAF2 avgexpression:2.421993
t2=-0.219400  pval2=0.826458
t3=-1.174194  pval3=0.242009
ZMYND11 avgexpression:5.294335
t2=0.562085  pval2=0.574395
t3=-1.150461  pval3=0.251619
WAS avgexpression:3.146128
t2=-5.699623  pval2=0.000000
t3=-4.229320  pval3=0.000039
DPEP1 avgexpression:6.658368
t2=8.253241  pval2=0.000000
t3=6.677854  pval3=0.000000
BID avgexpression:5.305657
t2=1.023512  pval2=0.306727
t3=0.892555  pval3=0.373396
MATR3 avgexpression:0.600884
t2=-2.505816  pval2=0.012641
t3=-1.916900  pval3=0.056979
NPC1L1 avgexpression:1.209804
t2=1.240246  pval2=0.215662
t3=0.530166  pval3=0.596710
XYLT2 avgexpression:4.438908
t2=3.874277  pval2=0.000126
t3=1.953951  pval3=0.052398
RGPD5 avgexpression:0.006544
t2=0.202889  pval2=0.839332
t3=-0.262152  pval3=0.793531
STMN4 avgexpression:0.157394
t2=0.232769  pval2=0.816068
t3=-0.844933  pval3=0.399372
NUDCD3 avgexpression:5.160952
t2=8.572035  pval2=0.000000
t3=5.325384  pval3=0.000000
ISL1 avgexpression:0.871007
t2=-5.966195  pval2=0.000000
t3=-3.839614  pval3=0.000175
CHDH avgexpression:4.696741
t2=4.195951  pval2=0.000034
t3=2.043031  pval3=0.042640
IL20RA avgexpression:4.206913
t2=4.602659  pval2=0.000006
t3=5.520554  pval3=0.000000
CLCA1 avgexpression:5.142452
t2=1.530783  pval2=0.126668
t3=0.585158  pval3=0.559241
CLCA4 avgexpression:2.721772
t2=1.706379  pval2=0.088768
t3=0.415445  pval3=0.678356
GLT8D1 avgexpression:5.135660
t2=-0.947720  pval2=0.343884
t3=-0.558106  pval3=0.577528
ATP2C1 avgexpression:5.414223
t2=-1.155935  pval2=0.248446
t3=-1.677188  pval3=0.095399
IGF1 avgexpression:0.358354
t2=-0.124595  pval2=0.900911
t3=-0.847084  pval3=0.398175
SLC38A5 avgexpression:5.376496
t2=0.797782  pval2=0.425503
t3=1.710521  pval3=0.089049
RALBP1 avgexpression:4.881377
t2=-5.163042  pval2=0.000000
t3=-4.775618  pval3=0.000004
RUFY3 avgexpression:3.162368
t2=0.125961  pval2=0.899830
t3=-0.454669  pval3=0.649945
CNTN1 avgexpression:0.582659
t2=-1.332376  pval2=0.183548
t3=-1.148617  pval3=0.252376
SLC11A1 avgexpression:1.860206
t2=-7.722674  pval2=0.000000
t3=-5.195548  pval3=0.000001
WWTR1 avgexpression:3.295945
t2=-1.358348  pval2=0.175172
t3=-2.266937  pval3=0.024692
AGPS avgexpression:4.714200
t2=-1.740221  pval2=0.082643
t3=-1.358779  pval3=0.176071
CXorf56 avgexpression:5.039509
t2=5.957205  pval2=0.000000
t3=3.811208  pval3=0.000195
ATP1A2 avgexpression:0.830749
t2=2.011045  pval2=0.045038
t3=0.866292  pval3=0.387588
TTC27 avgexpression:4.453241
t2=2.796964  pval2=0.005425
t3=1.783796  pval3=0.076295
ZNF582 avgexpression:0.495193
t2=2.204168  pval2=0.028121
t3=-0.007460  pval3=0.994057
VSIG2 avgexpression:4.627562
t2=1.889368  pval2=0.059616
t3=1.844647  pval3=0.066882
PHLDB1 avgexpression:2.828696
t2=-0.944966  pval2=0.345286
t3=-1.951338  pval3=0.052710
MARCO avgexpression:2.161952
t2=-5.708724  pval2=0.000000
t3=-4.770515  pval3=0.000004
CYP24A1 avgexpression:0.656932
t2=2.465538  pval2=0.014129
t3=2.189700  pval3=0.029950
PRDM11 avgexpression:1.815261
t2=4.713142  pval2=0.000003
t3=2.424272  pval3=0.016419
SYT13 avgexpression:4.059153
t2=-3.372635  pval2=0.000822
t3=-3.485505  pval3=0.000629
SNAI2 avgexpression:2.742218
t2=-2.615142  pval2=0.009280
t3=-2.920775  pval3=0.003981
CD74 avgexpression:9.136768
t2=-7.588676  pval2=0.000000
t3=-6.171074  pval3=0.000000
HGF avgexpression:1.075703
t2=3.257070  pval2=0.001229
t3=1.059444  pval3=0.290946
ZRANB1 avgexpression:2.696656
t2=-0.341581  pval2=0.732858
t3=-0.611894  pval3=0.541450
NCDN avgexpression:4.046277
t2=0.318680  pval2=0.750147
t3=0.027700  pval3=0.977935
ADGRA2 avgexpression:3.496404
t2=1.120886  pval2=0.263055
t3=-0.374176  pval3=0.708753
ZFP64 avgexpression:3.969005
t2=6.560493  pval2=0.000000
t3=3.719486  pval3=0.000273
MNAT1 avgexpression:2.908149
t2=-2.665397  pval2=0.008023
t3=-2.106261  pval3=0.036695
SAMD4A avgexpression:2.183404
t2=-2.203821  pval2=0.028146
t3=-2.156549  pval3=0.032489
RUNX3 avgexpression:3.152876
t2=-1.904529  pval2=0.057608
t3=-0.922257  pval3=0.357741
MRE11 avgexpression:3.642692
t2=7.116949  pval2=0.000000
t3=5.750822  pval3=0.000000
PLEKHB1 avgexpression:4.329483
t2=5.984075  pval2=0.000000
t3=3.742069  pval3=0.000252
SERPINB1 avgexpression:8.020952
t2=-5.812471  pval2=0.000000
t3=-4.190050  pval3=0.000045
CYP3A43 avgexpression:0.079376
t2=1.965959  pval2=0.050043
t3=1.921188  pval3=0.056432
SLC7A9 avgexpression:0.628835
t2=2.002870  pval2=0.045913
t3=1.268076  pval3=0.206557
SPAST avgexpression:3.340538
t2=1.820323  pval2=0.069509
t3=0.762423  pval3=0.446896
NRXN3 avgexpression:1.061726
t2=4.778688  pval2=0.000003
t3=3.564139  pval3=0.000478
OSBPL5 avgexpression:4.284048
t2=0.771665  pval2=0.440800
t3=-0.595735  pval3=0.552169
AQR avgexpression:3.728862
t2=-2.041250  pval2=0.041927
t3=-1.624253  pval3=0.106231
CPS1 avgexpression:1.076172
t2=-3.396018  pval2=0.000757
t3=-0.824302  pval3=0.410958
C8B avgexpression:0.021876
t2=0.606032  pval2=0.544861
t3=0.232388  pval3=0.816524
FHL1 avgexpression:3.579210
t2=3.252769  pval2=0.001247
t3=1.364477  pval3=0.174276
RTF2 avgexpression:6.106648
t2=10.272098  pval2=0.000000
t3=6.897061  pval3=0.000000
GABRA1 avgexpression:0.010558
t2=0.844429  pval2=0.398969
t3=0.896614  pval3=0.371231
NLRP2 avgexpression:1.419509
t2=-0.165535  pval2=0.868613
t3=0.362890  pval3=0.717152
SLC45A4 avgexpression:3.765611
t2=-1.385441  pval2=0.166743
t3=-0.338296  pval3=0.735570
RNF10 avgexpression:6.330191
t2=-0.356652  pval2=0.721554
t3=-0.649255  pval3=0.517076
ZNF839 avgexpression:1.998642
t2=-3.783528  pval2=0.000180
t3=-2.619058  pval3=0.009639
ZDHHC6 avgexpression:5.468544
t2=1.793272  pval2=0.073737
t3=1.543088  pval3=0.124725
GRAMD1B avgexpression:1.118648
t2=-7.379944  pval2=0.000000
t3=-5.944346  pval3=0.000000
RNH1 avgexpression:6.110981
t2=1.844945  pval2=0.065836
t3=1.502506  pval3=0.134878
NDUFS1 avgexpression:5.037460
t2=-0.534624  pval2=0.593227
t3=-1.283383  pval3=0.201158
RB1CC1 avgexpression:4.474529
t2=3.194233  pval2=0.001521
t3=1.849624  pval3=0.066157
ERP44 avgexpression:6.018464
t2=0.110839  pval2=0.911804
t3=-0.333083  pval3=0.739494
ALAS1 avgexpression:6.621979
t2=-3.789641  pval2=0.000176
t3=-2.961034  pval3=0.003518
BIRC3 avgexpression:3.938379
t2=-8.992875  pval2=0.000000
t3=-6.483468  pval3=0.000000
AKAP11 avgexpression:4.459657
t2=3.431875  pval2=0.000666
t3=1.435395  pval3=0.153068
GLRX2 avgexpression:3.343339
t2=1.101217  pval2=0.271510
t3=-0.139894  pval3=0.888915
SNAPC1 avgexpression:2.660177
t2=-2.831413  pval2=0.004885
t3=-2.416440  pval3=0.016764
DERA avgexpression:5.676330
t2=2.796485  pval2=0.005433
t3=0.956983  pval3=0.339976
STRAP avgexpression:7.679876
t2=1.342459  pval2=0.180262
t3=0.737359  pval3=0.461951
ABCC2 avgexpression:1.383601
t2=4.811658  pval2=0.000002
t3=3.682548  pval3=0.000313
DEF6 avgexpression:4.789089
t2=-1.031986  pval2=0.302745
t3=-0.790912  pval3=0.430131
PLEKHO1 avgexpression:3.544224
t2=-3.937797  pval2=0.000098
t3=-3.949213  pval3=0.000116
GCLM avgexpression:3.894903
t2=0.302737  pval2=0.762259
t3=-1.161469  pval3=0.247129
UBR2 avgexpression:4.416393
t2=-2.679863  pval2=0.007691
t3=-2.701513  pval3=0.007624
EHD2 avgexpression:5.095871
t2=-1.321156  pval2=0.187257
t3=-1.967801  pval3=0.050767
DEPDC1 avgexpression:2.956222
t2=-5.469970  pval2=0.000000
t3=-5.401176  pval3=0.000000
CCDC28A avgexpression:5.583989
t2=1.945265  pval2=0.052492
t3=1.569515  pval3=0.118444
RRAGD avgexpression:2.092399
t2=-0.045939  pval2=0.963383
t3=-0.789195  pval3=0.431130
HSF2 avgexpression:3.800628
t2=-0.082669  pval2=0.934159
t3=-0.260809  pval3=0.794565
PHF20 avgexpression:4.436746
t2=6.746929  pval2=0.000000
t3=5.021401  pval3=0.000001
HSD17B6 avgexpression:2.026410
t2=1.779460  pval2=0.075976
t3=0.681200  pval3=0.496700
NR1H3 avgexpression:4.352457
t2=-0.572099  pval2=0.567599
t3=-0.476712  pval3=0.634198
TYMP avgexpression:4.988482
t2=-8.782137  pval2=0.000000
t3=-5.670997  pval3=0.000000
NCAPH2 avgexpression:5.071440
t2=-0.354803  pval2=0.722937
t3=0.271691  pval3=0.786199
TOMM34 avgexpression:7.064354
t2=7.108792  pval2=0.000000
t3=4.965801  pval3=0.000002
SEC63 avgexpression:4.992361
t2=5.744037  pval2=0.000000
t3=4.257088  pval3=0.000035
KPNA6 avgexpression:4.825904
t2=-4.846892  pval2=0.000002
t3=-5.183041  pval3=0.000001
VIM avgexpression:6.458341
t2=-2.754223  pval2=0.006171
t3=-2.729535  pval3=0.007031
RTEL1-TNFRSF6B avgexpression:0.915567
t2=2.412717  pval2=0.016315
t3=1.953133  pval3=0.052495
FAS avgexpression:3.165768
t2=-8.432865  pval2=0.000000
t3=-7.678318  pval3=0.000000
RNASET2 avgexpression:3.620793
t2=4.605778  pval2=0.000006
t3=4.543997  pval3=0.000011
CD44 avgexpression:6.632732
t2=-4.132261  pval2=0.000044
t3=-2.545534  pval3=0.011827
KCNG1 avgexpression:0.782043
t2=4.251787  pval2=0.000027
t3=2.061254  pval3=0.040848
AGPAT4 avgexpression:1.333659
t2=-6.872576  pval2=0.000000
t3=-4.071798  pval3=0.000072
SLAMF7 avgexpression:3.004455
t2=-5.714446  pval2=0.000000
t3=-4.708430  pval3=0.000005
BTN3A1 avgexpression:4.519861
t2=-8.418335  pval2=0.000000
t3=-7.252428  pval3=0.000000
MIPEP avgexpression:5.351672
t2=4.619530  pval2=0.000005
t3=2.950321  pval3=0.003636
PRKCH avgexpression:2.292707
t2=-3.923225  pval2=0.000104
t3=-2.648262  pval3=0.008876
INSRR avgexpression:0.095650
t2=-0.754532  pval2=0.451005
t3=0.534056  pval3=0.594021
IFNGR1 avgexpression:6.566165
t2=-2.500465  pval2=0.012830
t3=-1.889029  pval3=0.060642
B4GALT7 avgexpression:4.501981
t2=3.218344  pval2=0.001402
t3=1.834245  pval3=0.068419
SH2D2A avgexpression:3.349666
t2=-0.618414  pval2=0.536679
t3=0.622405  pval3=0.534535
VRK2 avgexpression:3.720790
t2=-3.703913  pval2=0.000244
t3=-3.347265  pval3=0.001011
TNFRSF1B avgexpression:5.908790
t2=-0.913026  pval2=0.361817
t3=-1.203493  pval3=0.230509
VEZT avgexpression:4.240273
t2=-2.566440  pval2=0.010663
t3=-2.806154  pval3=0.005617
POU2F2 avgexpression:1.349936
t2=-3.142751  pval2=0.001807
t3=-2.531665  pval3=0.012287
BRD9 avgexpression:3.829991
t2=1.072951  pval2=0.283985
t3=1.959569  pval3=0.051731
SNX1 avgexpression:4.795126
t2=-2.950130  pval2=0.003376
t3=-2.654656  pval3=0.008716
TBPL1 avgexpression:3.374171
t2=1.255803  pval2=0.209971
t3=0.783824  pval3=0.434267
ARNTL2 avgexpression:3.493241
t2=-8.143426  pval2=0.000000
t3=-5.654784  pval3=0.000000
BCLAF1 avgexpression:5.194369
t2=-1.174069  pval2=0.241114
t3=-1.399266  pval3=0.163610
SLC39A9 avgexpression:5.383933
t2=-3.303410  pval2=0.001047
t3=-2.448235  pval3=0.015403
ANK1 avgexpression:0.550716
t2=-6.137914  pval2=0.000000
t3=-4.607349  pval3=0.000008
IBSP avgexpression:1.158207
t2=-3.559140  pval2=0.000420
t3=-2.708870  pval3=0.007464
TFB1M avgexpression:3.574237
t2=1.267249  pval2=0.205855
t3=0.229478  pval3=0.818782
RABEP1 avgexpression:3.649285
t2=-5.557365  pval2=0.000000
t3=-5.943403  pval3=0.000000
HMGB3 avgexpression:5.849261
t2=1.141427  pval2=0.254422
t3=0.640444  pval3=0.522772
NUP160 avgexpression:4.585451
t2=-0.696552  pval2=0.486516
t3=-1.115216  pval3=0.266379
BAK1 avgexpression:5.902123
t2=-4.797362  pval2=0.000002
t3=-4.480216  pval3=0.000014
MUSK avgexpression:0.207125
t2=0.973231  pval2=0.331068
t3=-0.430643  pval3=0.667290
IKZF2 avgexpression:1.007261
t2=-4.627793  pval2=0.000005
t3=-3.596368  pval3=0.000426
GRN avgexpression:8.650127
t2=0.337553  pval2=0.735889
t3=0.482710  pval3=0.629942
FAM13B avgexpression:3.128619
t2=-0.936684  pval2=0.349526
t3=-1.713157  pval3=0.088562
ARHGAP31 avgexpression:2.656958
t2=-2.926115  pval2=0.003642
t3=-3.183573  pval3=0.001739
CENPQ avgexpression:3.753205
t2=0.700144  pval2=0.484272
t3=-0.200916  pval3=0.841012
SARS1 avgexpression:7.037716
t2=1.505629  pval2=0.133007
t3=0.840735  pval3=0.401713
RANBP3 avgexpression:4.851950
t2=1.684362  pval2=0.092946
t3=0.713454  pval3=0.476573
ARID4A avgexpression:3.161512
t2=-0.170446  pval2=0.864752
t3=-0.703724  pval3=0.482596
EIPR1 avgexpression:4.409725
t2=1.810560  pval2=0.071011
t3=1.301229  pval3=0.194994
PNPLA6 avgexpression:5.076224
t2=3.841836  pval2=0.000143
t3=2.334957  pval3=0.020750
IFT88 avgexpression:3.341822
t2=5.652132  pval2=0.000000
t3=3.735770  pval3=0.000257
ALG1 avgexpression:4.205287
t2=2.706986  pval2=0.007101
t3=2.413506  pval3=0.016895
ZCCHC8 avgexpression:3.271597
t2=-2.939314  pval2=0.003494
t3=-3.020843  pval3=0.002922
ABCF2 avgexpression:3.865962
t2=3.719415  pval2=0.000230
t3=2.843757  pval3=0.005023
CHPF2 avgexpression:5.682703
t2=1.963605  pval2=0.050316
t3=0.599685  pval3=0.549539
LRRC7 avgexpression:0.087119
t2=-1.002096  pval2=0.316945
t3=-0.417237  pval3=0.677047
FUT8 avgexpression:4.359199
t2=-10.308818  pval2=0.000000
t3=-6.552465  pval3=0.000000
UBA6 avgexpression:3.866556
t2=-2.894808  pval2=0.004016
t3=-3.345768  pval3=0.001016
GAB2 avgexpression:4.012257
t2=1.705572  pval2=0.088918
t3=0.622172  pval3=0.534687
ATP6V0A1 avgexpression:4.410809
t2=3.127220  pval2=0.001903
t3=2.096178  pval3=0.037592
PIAS1 avgexpression:3.254384
t2=-5.253886  pval2=0.000000
t3=-4.687629  pval3=0.000006
SLC4A7 avgexpression:2.930983
t2=-0.533374  pval2=0.594091
t3=-1.103148  pval3=0.271569
APBA2 avgexpression:1.462751
t2=-1.579314  pval2=0.115109
t3=-1.477895  pval3=0.141342
MAP2K3 avgexpression:6.114399
t2=-2.618094  pval2=0.009201
t3=-3.228711  pval3=0.001500
EFCAB1 avgexpression:0.096294
t2=1.180072  pval2=0.238722
t3=0.911918  pval3=0.363142
TMSB10 avgexpression:13.171504
t2=-3.205132  pval2=0.001466
t3=-2.003159  pval3=0.046797
ASTE1 avgexpression:3.034110
t2=5.014432  pval2=0.000001
t3=2.776029  pval3=0.006139
RNF19A avgexpression:4.460152
t2=-1.365030  pval2=0.173064
t3=-1.304806  pval3=0.193776
PEX3 avgexpression:3.728254
t2=2.858533  pval2=0.004494
t3=1.080582  pval3=0.281460
GABARAPL2 avgexpression:6.029023
t2=1.856721  pval2=0.064137
t3=0.924022  pval3=0.356824
MYOC avgexpression:0.421391
t2=0.499350  pval2=0.617826
t3=-0.921380  pval3=0.358197
SH3YL1 avgexpression:4.552371
t2=5.110413  pval2=0.000001
t3=3.323172  pval3=0.001096
FAM136A avgexpression:5.988672
t2=-0.778397  pval2=0.436827
t3=-0.127281  pval3=0.898873
VCL avgexpression:5.801871
t2=-3.337470  pval2=0.000930
t3=-3.894323  pval3=0.000143
DEPDC1B avgexpression:3.728756
t2=-2.480151  pval2=0.013572
t3=-1.800564  pval3=0.073598
DAPK2 avgexpression:2.628298
t2=11.067549  pval2=0.000000
t3=9.518977  pval3=0.000000
NSMAF avgexpression:4.525634
t2=2.803545  pval2=0.005318
t3=2.588207  pval3=0.010508
ADSS2 avgexpression:5.705097
t2=1.484635  pval2=0.138483
t3=0.732406  pval3=0.464960
STAP1 avgexpression:0.775284
t2=-1.165467  pval2=0.244573
t3=-0.951565  pval3=0.342709
