USP17L20    TAF11L9    1.0
CTSG    ELANE    0.9557031289530488
PRSS27    MUC21    0.95565470849497
SLC17A2    SNTG1    0.9556521872680686
MAL    EPGN    0.9556473869295918
MYLK    KCNMB1    0.9555351334036816
SASH3    DOCK2    0.9555025925299604
NEUROD4    SLC38A3    0.9555021619979688
CRNN    S100A8    0.9554739016038992
SLC38A4    CFHR1    0.9554462289844828
TEX11    SLC16A12    0.9553618489021122
SCEL    RHCG    0.9553599667075864
TFAP2B    KRT3    0.955262704012292
MBL2    ACSM2A    0.9552615917959958
SLC7A2    VWA5B2    0.955253428188236
DES    TPM2    0.9551558778994867
CD79B    MEF2B    0.9551400468796972
MYLK    BVES    0.9551298051878396
SLC6A18    UGT2A1    0.9551143813978578
SPEG    FLNA    0.9550943516464422
PGLYRP3    PRSS27    0.9550533248578646
CLDN17    LCE3E    0.9550044790300763
TGM3    RNF225    0.9549799637759872
CTSG    PRTN3    0.9549623959060836
TMEM79    RNF225    0.9549567711463838
GH2    SPRR2G    0.9549392685030094
TAGLN    DES    0.954910047137916
AMBN    GMNC    0.9549045785362626
ENDOU    SBSN    0.9548918899877556
SPINK5    DSG3    0.9548784266281488
CTSG    RNASE3    0.9548071117655929
TGM5    SPRR3    0.95474210299212
C1R    C1S    0.9547392576608514
KRT25    KRTAP1-5    0.9547124866065888
VSIG10L    NCCRP1    0.954681638978455
BHLHE23    H3Y2    0.9546738580175864
PKP1    IVL    0.9546683607743414
ASB2    CNN1    0.9546485171795756
LYPD3    EPGN    0.954604045583506
TMPRSS11E    SCEL    0.954574643803036
GBP6    CAPNS2    0.9545556367642812
SCEL    RNF225    0.9545528715885692
ASB2    FLNA    0.9545207290149028
MYLK    PPP1R12B    0.9545097463667592
TPM1    JPH2    0.9544990823041604
TGM1    PPL    0.9544593274600806
HTR3A    CALHM1    0.9544403713360572
PGLYRP1    MS4A3    0.9544359344718824
OPRL1    IGLL1    0.9544290168388078
IL36RN    SPINK7    0.9544183449202644
ANXA1    KRT4    0.9544120026949072
WNT8A    PRR23B    0.9543993396916968
LRRC53    SBK2    0.9543976227486702
SERPINB3    LEXM    0.9543950694017808
CRX    NLRP8    0.9543912596675432
PDLIM3    LMOD1    0.9543895130317545
CRCT1    PRSS27    0.9543666876740322
KCNMB1    DACT3    0.9543281127383904
SPINK5    PRSS27    0.9542829596041684
LCE2D    PSG2    0.9542689939668896
DSC3    TMPRSS11A    0.954266984020519
FLNA    SVIL    0.9542484472964288
SORBS1    C8orf88    0.9541967017100388
RHCG    CSTB    0.9541274256761476
KRT13    CYSRT1    0.9541246670598704
ATP4A    CBLIF    0.9540530299924748
SDR9C7    KRT6A    0.9540444888763496
SORBS1    SYNM    0.9540158811001412
TREH    G6PC    0.954006829080087
MS4A3    VSTM1    0.9539892496907924
MAL    GBP6    0.9539750073641444
IL1RN    SPRR3    0.9539641325041808
EMP1    MUC21    0.9539353025367042
MYLK    FERMT2    0.9538971689335748
RASAL3    SASH3    0.9538861965992887
TGM1    DSG3    0.953885497836002
SLURP1    VSIG10L    0.9538793921103016
FABP2    MS4A10    0.9538718532701006
LEXM    LGALS7    0.9538264229737566
TGM1    ADH7    0.9537717268917396
SPEG    PGM5    0.9537662469351962
ATP2B4    FERMT2    0.9537548922146992
EMP1    GBP6    0.9537467643476468
P2RY10    IKZF1    0.953708335694347
SYNM    SMTN    0.9536993863733212
SCEL    VSIG10L    0.9536919007425326
CABP5    SHCBP1L    0.9536809702854524
TACR2    CSRP1    0.95367176833305
DIXDC1    SVIL    0.9536456763754984
CALHM1    IQCJ    0.9536432186129064
SHCBP1L    NLRP8    0.9535818039225862
STATH    SLC6A18    0.953550467445478
IRAG1    FLNA    0.953461095076668
TMPRSS11A    CYSRT1    0.9534491298018608
KDM2A    POLD4    0.9534226484528852
SORBS1    LPP    0.9534201663319624
SERPINB3    KRT78    0.953419477066728
IL1RN    IVL    0.9534145579757192
PNLIPRP1    PRSS2    0.9533784367767294
LRRN4    BRINP2    0.9533603744318518
RNASE3    VSTM1    0.9533436316112294
CLDN17    SPRR2D    0.9532845650119612
PGLYRP1    ELANE    0.953239063753905
CLPS    PRSS2    0.9532292727676406
FMR1NB    TSPY1    0.9532112645705224
KRT4    MAL    0.9532055229458052
OR2Z1    PRAMEF18    0.9531983426667192
CLCA2    DENND2C    0.9531826610788164
RHCG    LEXM    0.9531821599924596
EPGN    NCCRP1    0.9531643272383704
SYCN    PRSS2    0.9531595305052668
CTRB2    PRSS2    0.9531591464896756
DLK1    PRSS2    0.9531405726053704
CTRB1    PRSS2    0.953135567627006
ANXA1    A2ML1    0.9531227707979492
F13B    CCL16    0.95308950818461
MYLK    FBXL22    0.95308183925602
SPINK6    PSG2    0.953076673024714
TACR2    RBPMS2    0.9530356663122248
PGLYRP1    PRTN3    0.9530154674891717
ZNF750    MAL    0.9530147191505264
AZU1    VSTM1    0.95298118534172
TAS1R3    SLC22A1    0.9529522447356608
TGM3    CLCA2    0.9528897834165184
TGFB1I1    PDLIM3    0.9528756890591998
PLA2G1B    PRSS2    0.952868705817128
NEGR1    MSRB3    0.9528428424410156
SORBS1    ASB2    0.9528286341481264
VSTM1    PRTN3    0.9528037170083454
RHCG    KRT15    0.9527884298929288
PNLIP    CELA3B    0.9527839517035664
CSTA    CYSRT1    0.9527613322149564
BHLHE23    OTUD6A    0.952751824150467
SLC17A2    SERPINC1    0.9526877018803044
CORO1A    SIT1    0.9526854765641282
TMEM79    PRSS27    0.9526842718562378
ACTA2    PGM5    0.9526836450520716
PLAGL1    SST    0.9526750966037598
FERMT2    ZEB1    0.9526649544636316
IVL    RNF225    0.9526425933498204
CNN1    CFL2    0.95264216314542
FMR1NB    TSPY10    0.952608341477463
TMPRSS11F    KRT6A    0.9525852430084794
EMP1    KRT4    0.952581515463259
S100A9    NCCRP1    0.952575076372144
DSC3    PAX9    0.952536431550786
USP17L22    ZBTB8B    0.9525303963034484
RGS8    CALHM1    0.9525052198366236
GH2    LCE3C    0.9524873812644484
S100A8    IVL    0.9524558142231564
PKP1    VSIG10L    0.952445817643406
SPINK5    DYNAP    0.9524452336507426
DYNAP    LGALS7    0.9524261980370512
ZNF750    BNIPL    0.9523831744371232
PKP1    TMEM79    0.9523827151415536
CLIP3    STON1    0.952337195759261
CSTB    SPRR3    0.9523327030559392
MYH11    CSRP1    0.9522965845587632
ZNF750    RNF225    0.9522851648440436
SPRR3    TMEM79    0.9521923487116382
FABP2    SLC28A1    0.9521899202200722
DSC3    ANXA1    0.9521677500406682
LCE3A    KPRP    0.9521608127518828
TAGLN    RBPMS2    0.9521494908188244
MYL9    PPP1R14A    0.9521175611092516
TGM3    KLK13    0.9520619465318252
RHCG    CAPNS2    0.952020656649656
PKP1    ANXA1    0.9519546527743404
ERP27    PRSS2    0.9519388370743108
RBP2    DEFB131A    0.9519182113436933
TEX11    CTRC    0.9518626776438696
SERPINB3    PAX9    0.95185309211847
LEXM    KRT13    0.9518468436218218
KRT78    DYNAP    0.9518350210540916
CORO1A    RAC2    0.9518177040930824
TTC29    ZBTB8B    0.9518106779140684
MYLK    CPXM2    0.9517729011794036
SLC5A4    MEP1B    0.951716693600719
CFL2    SYNPO2    0.9516702670824816
DSG3    BNIPL    0.9516560171441591
WNT8A    OR6Y1    0.9516489474243908
MOSPD1    FAM122B    0.9516069863200194
TMEM79    GBP6    0.9515758542315386
TGM3    S100A8    0.9514570974788956
GRIK1    PRSS2    0.9514559429755453
CEL    PRSS2    0.9514529184882594
VSTM1    SERPINB10    0.9514507840021644
TGM3    RHCG    0.9514463688600344
TMEM79    TMPRSS11A    0.9514035721389558
CSRP1    SYNM    0.9513799562683064
PKP1    MUC21    0.9512309475823044
SPINK5    TMEM79    0.951202632197202
PGM5    PDLIM3    0.9511542378027836
CLCA4    KRT13    0.9511453360571548
TGM5    CAPNS2    0.9511397800964538
SIT1    SEPTIN1    0.9511236231120777
TGM1    CSTB    0.9510358006869128
MYH11    C8orf88    0.950931106481768
LCE3D    LCE3A    0.9509225842769596
VIP    CARTPT    0.9509046355905232
COL7A1    UCN2    0.9508915011012726
TMPRSS11E    PGLYRP3    0.9508747337283392
ARSF    MUC22    0.9508690242792952
CRNN    DENND2C    0.9508611034671312
FHL1    KCNMA1    0.9508558611116076
ASB2    PGM5    0.950849131763248
TMPRSS11B    CAPNS2    0.9508474772873003
ENPP3    MS4A10    0.9508419609708813
AMBP    APOA2    0.950825933631058
MYL9    JPH2    0.9507973091966752
CABP5    PRR23B    0.9507825216146284
DSG3    TMPRSS11B    0.9507779553354506
HSPB7    DES    0.9507680556207804
CGA    POU4F1    0.950762325325258
CALHM1    MEF2B    0.9507554985854314
ACTA2    TPM1    0.9507520276050616
KCNMB1    SLC2A4    0.9507390259729276
PTPRC    ITK    0.9507084679840088
ATP2B3    FER1L5    0.9507060424238224
ANXA1    TMEM79    0.9506982703140628
FCRLA    DOK3    0.9506936508676448
SPEG    JPH2    0.950688823700133
TGM5    DSC3    0.9506452950624644
SORBS1    BVES    0.9506211898429254
FETUB    ACER1    0.9505943580513564
P2RY8    CALHM1    0.9505886388940488
MEP1B    CYP3A4    0.9505795525113356
SAA2    SAA1    0.950578057597403
PPL    KRT15    0.9505763936127668
TGM7    SPRR4    0.9505635439558628
ASB2    JPH2    0.950549833603501
TEKT4    OR14A16    0.9504980210018746
ENDOU    KRT78    0.95044940401706
AFM    SLC17A2    0.9504043673375814
S100A8    MAL    0.9503647708839138
CSTB    IVL    0.9503582481188326
CPB2    CFHR1    0.9503428000104656
TP53AIP1    GBP6    0.9503135197485052
NDST4    OPCML    0.9503080252340366
HAND2    FBXL22    0.9502977023689666
CNN1    SYNM    0.950279299482643
CSTB    KRT13    0.9502734761484198
PPP1R12B    LPP    0.9502544699119334
CABP5    OR6Y1    0.9502504490348735
BPIFC    LCE2C    0.9501952284430134
CHRFAM7A    CHRNA7    0.9500559029843856
CLDN17    SPRR4    0.949993732935212
ZIM3    NLRP8    0.949958435750894
FOXN1    CLCA2    0.9498880217400838
DLL3    SRRM4    0.9498321050491516
FILIP1    NEXN    0.9497839287683342
RHCG    A2ML1    0.9497808765441168
SPRR2E    VSIG8    0.9497608672915596
G6PC    SLC2A7    0.9497470171932624
RNF150    STON1    0.949731271794845
SERPINB3    RNF222    0.9497290095202844
DSG3    CRNN    0.9497157242615328
CNN1    TPM2    0.9497143751143184
SCEL    KRT13    0.9497033331362122
CSTA    A2ML1    0.949662317000501
CFHR2    SLC17A2    0.9496426977627056
SPRR3    VSIG10L    0.949605456867376
NTS    DLX1    0.9495774685599958
MYLK    PALLD    0.9495760652018314
WFDC5    LCE2D    0.9495506065731404
TAGLN    MSRB3    0.9495486194351576
MYH11    MSRB3    0.9495449286300968
MYLK    DIXDC1    0.9495423573138428
DES    SYNM    0.9495386933718686
PLP1    PMP2    0.949507180389996
TAGLN    MRGPRF    0.9494971564253238
CATSPERD    NLRP8    0.9494628810602768
IRAG1    DIXDC1    0.9494471392017256
GNG13    HTR3A    0.949362179266621
SERPINB3    SERPINB13    0.9493618124513936
FLNC    DIXDC1    0.9493482011205656
ITGA7    JPH2    0.9493430328261766
MYLK    KCNMA1    0.9493333249605326
PRSS27    GBP6    0.9492914638103208
BVES    DNAJB5    0.949285133210125
MYH11    RNF150    0.949280549695846
CTRB2    CELA3B    0.9492324029774264
OPRL1    GNG13    0.9492276495295556
PNLIP    PRSS2    0.9491917171742338
HSPB6    CNN1    0.9491603065222584
MYLK    PDLIM3    0.949132533355454
ANXA1    SERPINB13    0.9491163099391584
PNLIPRP1    CELA3B    0.949105475073314
WAS    LPXN    0.949059618855227
CFL2    DES    0.9489948651270343
LMOD1    MRGPRF    0.9489715849026452
LCE2C    PSG3    0.9489705451493587
SPEG    DNAJB5    0.9489621949265216
IL36B    SPRR1B    0.9489541171310352
LRRN4    PKHD1L1    0.9489444625251184
SLURP1    GLTP    0.948925453803898
LDB3    CNN1    0.9489070340314976
ANXA1    S100A8    0.9488964856916836
SYCN    CELA3B    0.9488916946159738
CRYBG1    IGF1R    0.948838431954294
SCEL    NCCRP1    0.9488230568844211
NEU2    PRR23A    0.9487952247460976
GH2    LCE3D    0.9487660173491008
LIMS2    FLNA    0.9487647568364406
CWH43    ENDOU    0.948754732718782
DSC3    S100A8    0.948709704796966
SCEL    TMEM79    0.9486994756652468
RBPJL    CELA3B    0.948698658811706
PRUNE2    DIXDC1    0.94863442226536
A2ML1    RNF225    0.948616250326508
KRTAP1-4    KRT25    0.9486057145754628
CAPNS2    RNF225    0.9485899846521254
ATP2B4    MYLK    0.9485763316347052
DLK1    CELA3B    0.9485660131646164
SLURP1    TMEM79    0.948564188101912
RHCG    TMEM79    0.9485204084290096
OR14A16    CFAP299    0.94842205956809
SERPINB3    DYNAP    0.9483751108208562
GBP6    UGT1A7    0.9483571178831882
PPL    CAPN14    0.9483493061738396
FLNC    MYH11    0.9483279409884138
CWH43    A2ML1    0.9482984844484224
ATP2B4    SVIL    0.9482352603116
MYH11    TPM2    0.9481678573151268
CSRP1    FLNA    0.9481414045516208
NNAT    GHRH    0.948135353867709
POLD4    AADACL4    0.9481327528817388
SCEL    CAPNS2    0.9481130915353424
AQP8    CELA3B    0.9481090331793172
CDC14C    SERPINE3    0.9480771252863128
PRAMEF18    CTXND2    0.947980379239624
SCEL    DENND2C    0.9479756011725688
IVL    TMPRSS11B    0.9479751255913904
KCNMB1    HSPB7    0.947951652305994
HIC2    TMEM191C    0.9479012328405786
SERPINB12    CAPN14    0.9478816943654288
KRT25    TP53TG3C    0.947833553093988
FILIP1    SYNM    0.9478198250125996
CRYBG1    ZNF317    0.9477961259497014
C20orf85    CFAP77    0.9477615621742682
PPP1R12B    DMD    0.9477610115226504
IL1RN    PRSS27    0.947760886907746
MYLK    TPM2    0.947759147381882
CTRC    CELA3B    0.9477583505976964
CFHR2    MBL2    0.9477337499889544
F13B    PAH    0.947724117010824
CD79B    CD27    0.9477207164358428
KRT6C    SPRR2E    0.9477171151944136
SERPINB3    A2ML1    0.9476987599961716
PGLYRP3    GJB2    0.9476657034395652
ACAP1    TBC1D10C    0.9476638310909112
SVIL    C8orf88    0.9476561002644588
CAPSL    ZBTB8B    0.9476524830691876
PDLIM3    ARHGEF25    0.9476513751191944
SRRM4    KIF5C    0.9475917989016424
AOC3    ARHGEF25    0.9475819074990306
DEFB104B    ADH7    0.9475272566421574
CAP2    PGM5    0.9474974631858508
LIMS2    PPP1R14A    0.9474880357270898
SERPINB3    MAL    0.947357180883185
ACTA2    CRYAB    0.9473190390687086
CABP5    GPR32    0.9472332989880712
ANXA1    ADH7    0.9472324061753116
LCE1C    SERPINE3    0.9471869614064544
LRRC26    TMEM210    0.9471765189734264
CEL    CELA3B    0.9471575759860348
TEKT1    CFAP77    0.9471281474106044
PGM5    FBXL22    0.947113072244869
BRINP2    PKHD1L1    0.9471064418851244
CNTN6    LY6L    0.947105989571554
SLC26A5    GOLGA6L7    0.947095793785292
TACR2    MYL9    0.9470943964239262
POU4F1    ADCY1    0.947060684414504
CPED1    AKAP6    0.9470511253413684
ENDOU    TMEM79    0.947015725792473
FERMT2    BVES    0.9470114642896452
TKTL2    SPATA31A1    0.9470043409316378
MGARP    WT1    0.9469995213541178
ASCL1    SRRM4    0.9469841541301072
FOXN1    CRNN    0.9469834410855392
IRAG2    FCRLA    0.9469562242132684
CLCA2    TMEM79    0.9469543089198244
GRHL3    TMEM79    0.9469487014592116
VPREB3    TNFRSF13C    0.9469208326789792
HSPB6    CSRP1    0.946909206056427
GH2    FLG2    0.94684954257054
NLRP8    OR6Y1    0.9467388364825364
SLC28A1    ENPP7    0.9467306033953036
CRYAB    HSPB8    0.9466951207099432
EFCAB3    SPATA3    0.9466702230548842
TMPRSS11E    CLCA2    0.9466609415969016
DEFB103B    LCE2C    0.9466529405154104
SLURP1    UGT1A7    0.9466241908499824
WNT8A    SHCBP1L    0.9466178154998196
DNAJB5    FBXL22    0.9466013057900996
MGARP    PKHD1L1    0.9465913910843738
ZIM3    OR3A3    0.946582804304393
SLC22A1    MEF2B    0.9465739001335643
NLRP8    PRAMEF18    0.9465695999908426
SORBS1    SYNPO2    0.9465096111195332
DNAJB5    ACTG2    0.9465066292567298
BNIPL    KRT15    0.9464916720398476
TMPRSS11D    TMPRSS11F    0.9463996607606214
LYPD3    CSTB    0.9463904375390852
CNFN    SPRR2D    0.9463898883174268
DSC3    NCCRP1    0.9463707861105416
MAFA    AL035460.1    0.9463619935598188
SPINK5    RNF222    0.9463515838661688
MYLK    FLNC    0.9463311116748164
MYLK    LIMS2    0.9463153716120766
MYBPC2    FCRLB    0.9462715170519578
KRT15    MUC21    0.9462557998482372
CSTB    LEXM    0.9462541058575548
HTR1A    PERCC1    0.946239461884375
DNAJB5    PDLIM3    0.946214602703787
DEFB103B    PSG2    0.9461839204426472
SLURP1    SCEL    0.946171971404364
LEXM    GBP6    0.9461657908998958
S100A8    KRT6A    0.9461649497249386
ARG1    PRSS57    0.9461602214412204
CALD1    CSRP1    0.946131751103486
SPINK5    LEXM    0.9461312852432134
DNAJB5    DIXDC1    0.9461311969618408
ALB    MBL2    0.9460911647480668
SERPINI2    GP2    0.9460780123535808
PDZD4    FLNA    0.9460588116981996
HSPB6    FBXL22    0.946055522983594
CYP3A4    ASAH2    0.9460436456549228
ENDOU    ADH7    0.9460139859035788
TGM5    KLK13    0.9460113460142676
AKAP6    SVIL    0.9459582959887262
DMPK    SMTN    0.9459422383750692
CELA2A    PRSS2    0.9459228403763376
DENND2C    MUC21    0.945895716526432
IRAG1    ACTA2    0.945893470740043
LYPD3    CYSRT1    0.9458843887632824
CABP5    OR1M1    0.9458612613437348
EPM2A    PGM5    0.9458579302723584
LYPD3    GRHL3    0.9458552699878184
SPRR2D    SPRR2A    0.9458260441897112
CORO1A    MYO1G    0.9458147579849564
MYBPC2    MYBPH    0.9457960994512876
SPINK7    SPRR1B    0.945770995143566
GBP6    CAPN14    0.9457354686201483
KRT13    DYNAP    0.945712818033621
ACTA2    DES    0.9457104707466925
ACTG2    FBXL22    0.9457011410366732
TGFB1I1    PDLIM7    0.9456970264285912
TGM7    SPRR2B    0.945696881897494
TMPRSS11E    ACER1    0.945671392822314
CD79B    POU2AF1    0.945632494503271
OR3A3    EFCAB3    0.9456221785200788
CRNN    TMEM79    0.945606452182086
F13B    APOA2    0.9455968781187932
PPL    ACER1    0.945596062413917
CACNG3    SLC38A3    0.9455865048734862
SRRM4    ADCY1    0.9455701951956912
ZNF750    MUC21    0.9455626987740688
RHCG    EPGN    0.9455204081422948
MEP1B    C3orf85    0.9454685739390444
SNX31    GBP6    0.945465192243369
MYBPC2    LCN1    0.9454146797937792
SERPINB3    KRT4    0.9454124653954824
PPL    RNF225    0.945389110140013
AOC3    DACT3    0.9453823410917372
RGS8    NMS    0.9453673790442108
CFHR5    ACSM2A    0.9453316746264736
LRRN4    WT1    0.9453315788420396
MYH11    FBXL22    0.9453262307846104
LMOD1    HSPB7    0.9453202209002364
SPARC    COL1A2    0.9453042521270096
F13B    CFHR1    0.9452380454993242
PDLIM3    FLNA    0.9452360543520776
LPXN    SERPINA9    0.9452185734429648
RTN4IP1    EFL1    0.9451535603493664
PPP1R12B    SYNM    0.9451395137509392
ZNF750    CALML3    0.945130866305914
SERPINB13    CAPNS2    0.9451147482107294
CASQ1    ACTG2    0.9451135207060266
MYLK    SVIL    0.9450665529318398
TGFB1I1    FLNA    0.945046622427175
A2ML1    VSIG10L    0.9449933836034016
MYL9    PDLIM3    0.944969013532532
ACTA2    KANK2    0.9449461299398564
JPH2    CSRP1    0.9449273115828976
CORO1A    SEPTIN1    0.9449020774580646
DEFB103A    SPRR2E    0.9449000291536714
LMOD1    ARHGEF25    0.9448329797399592
TACR2    TPM2    0.9447964052524824
WNT8A    PRAMEF19    0.9447948914387884
MSRB3    PARVA    0.9447626216284464
POU4F1    OPCML    0.9447147785645614
CRISP3    ODAM    0.944710247358748
TGM1    GRHL3    0.9447032324041112
TGM1    IL1RN    0.9446901516728506
PRSS27    SBSN    0.9446666983353772
PGM5    KCNMA1    0.9446611469680086
SERPINC1    PAH    0.9446510402672914
TMPRSS11A    PAX9    0.9446494369123842
CLCA2    KRT4    0.944642736144283
DSG3    DSC3    0.9446000140841426
LEXM    TMPRSS11B    0.9445810512309536
TGM3    KRT13    0.9445271193287004
SORBS1    DNAJB5    0.944520888044968
SORBS1    PALLD    0.9445112104566806
ZNF750    CSTB    0.9444946023093514
PGM5    DACT3    0.94447142305994
CPXM2    MYH11    0.9444693089835836
DPPA5    H3Y2    0.9444655248467788
CD27    P2RY8    0.9444525011789487
WNT8A    OR7G2    0.944431423148271
SPEG    RNF150    0.9444274689078564
PRAMEF19    CTXND2    0.9444073237752691
HRC    MPZ    0.9443751203445572
AMBP    CCL16    0.9443656442563552
MYOCD    MSRB3    0.9443644354027692
SLC18A2    NEUROD2    0.9443633025314184
CSRP1    MRGPRF    0.9443506411854072
OVOL3    NPBWR2    0.9442879662097308
CACNA1A    ADCY1    0.9442646154413802
RIT2    AADACL4    0.9442522664669224
SLURP1    DSG3    0.9442448202702072
MYBPC2    AADACL2    0.944163098308941
NLRC3    IKZF1    0.944152994098722
CFC1    CFC1B    0.9441422437555866
SPRR3    TMPRSS11F    0.9441419112199416
GH2    LCE2C    0.9441183896484908
GPR83    BSX    0.9441110103440118
SERPINB3    EPGN    0.944099481405478
